jeffreys,affinity_deficit,likelihood_ratio_second_moment,maximum_absolute_likelihood_ratio,batch,batch_size,s,actual_angle
7.597913749605668e-09,9.497391955864168e-10,7.597914489263027e-09,0.002401380725496338,92,8192,0.055,0.30618621784789724
6.737689737689538e-09,8.422111946752085e-10,6.737690458841035e-09,0.002242200529602556,93,8192,0.055,0.30618621784789724
7.200606758821828e-09,9.000758255355527e-10,7.200607376971469e-09,0.0017839698907256007,94,8192,0.055,0.30618621784789724
8.478730158033378e-09,1.0598412356736478e-09,8.478731248610196e-09,0.0025945491818770705,95,8192,0.055,0.30618621784789724
8.737668136209956e-09,1.092208468054005e-09,8.7376697033217e-09,0.0029244590698951356,96,8192,0.055,0.30618621784789724
9.366215396653484e-09,1.1707768349491177e-09,9.366218264895875e-09,0.00349335885347557,97,8192,0.055,0.30618621784789724
7.948835252065432e-09,9.936043772590262e-10,7.948836188038361e-09,0.0023487870387359777,98,8192,0.055,0.30618621784789724
7.273090683873933e-09,9.091362960958482e-10,7.273091944302586e-09,0.002910551754993662,99,8192,0.055,0.30618621784789724
5.5526917038551814e-09,6.940864542572048e-10,5.552691983045354e-09,0.0015945234842309475,100,8192,0.055,0.30618621784789724
7.036601228311177e-09,8.79575141905484e-10,7.036601600580403e-09,0.0014803819497082316,101,8192,0.055,0.30618621784789724
7.740671908740274e-09,9.675839476777369e-10,7.740673218013877e-09,0.003108781777827474,102,8192,0.055,0.30618621784789724
6.706941825626634e-09,8.383677067685648e-10,6.706942511539113e-09,0.002141768084481299,103,8192,0.055,0.30618621784789724
8.480035482192893e-09,1.0600043889779778e-09,8.480036963669262e-09,0.00311425294462353,104,8192,0.055,0.30618621784789724
6.651073997909293e-09,8.313842346355873e-10,6.6510744812076775e-09,0.0018061389224754976,105,8192,0.055,0.30618621784789724
9.283851674178336e-09,1.1604813983143456e-09,9.283853624832758e-09,0.0033560073151068792,106,8192,0.055,0.30618621784789724
7.733662759445381e-09,9.66707831096975e-10,7.733663202123707e-09,0.001542458932435764,107,8192,0.055,0.30618621784789724
7.095740449613341e-09,8.869675135054319e-10,7.095741815892988e-09,0.003215185843751911,108,8192,0.055,0.30618621784789724
8.414814152413825e-09,1.05185172646439e-09,8.414815515208704e-09,0.0026542015459494195,109,8192,0.055,0.30618621784789724
7.711016744777324e-09,9.63877071640152e-10,7.711017431401775e-09,0.0023774953486892514,110,8192,0.055,0.30618621784789724
7.79922670653511e-09,9.749033090315775e-10,7.79922764366511e-09,0.002708246935009484,111,8192,0.055,0.30618621784789724
5.864683760838088e-09,7.330854632888795e-10,5.8646839789463e-09,0.0013089012386782173,112,8192,0.055,0.30618621784789724
6.362202328941653e-09,7.952752816528322e-10,6.362202631817637e-09,0.0016562452966439878,113,8192,0.055,0.30618621784789724
1.0237466245854427e-08,1.2796831334196936e-09,1.0237470959842564e-08,0.004340980857072907,114,8192,0.055,0.30618621784789724
7.757652105966832e-09,9.69706495162685e-10,7.757652684628247e-09,0.0018953194634487858,115,8192,0.055,0.30618621784789724
7.3962221495438366e-09,9.245277509306957e-10,7.3962227179369305e-09,0.0020406666435288656,116,8192,0.055,0.30618621784789724
8.632286753446304e-09,1.0790358171228897e-09,8.63228761929907e-09,0.002288520863453769,117,8192,0.055,0.30618621784789724
1.0072054205055051e-08,1.2590067077931444e-09,1.0072056375894756e-08,0.0029796347317798677,118,8192,0.055,0.30618621784789724
8.454769958092982e-09,1.0568462262086434e-09,8.454770551788326e-09,0.0017371432528712205,119,8192,0.055,0.30618621784789724
5.894080999103201e-09,7.367601176368511e-10,5.894081231136775e-09,0.0012376796558690728,120,8192,0.055,0.30618621784789724
5.506814360676357e-09,6.883517896465e-10,5.506814534693786e-09,0.001461643326161166,121,8192,0.055,0.30618621784789724
7.674038989888823e-09,9.592548437318146e-10,7.674039950026091e-09,0.0027291986141424474,122,8192,0.055,0.30618621784789724
6.7616434139301815e-09,8.45205417352961e-10,6.761643714356156e-09,0.0013659301382027422,123,8192,0.055,0.30618621784789724
6.744416438372062e-09,8.430520396363966e-10,6.7444169234956265e-09,0.0021624247753511128,124,8192,0.055,0.30618621784789724
7.006502454941478e-09,8.758127912185022e-10,7.006502955715334e-09,0.0017639356045417998,125,8192,0.055,0.30618621784789724
6.275119547945028e-09,7.843899308193262e-10,6.275119953506704e-09,0.0019413599674162896,126,8192,0.055,0.30618621784789724
7.075977416966374e-09,8.844971590773825e-10,7.0759779943556524e-09,0.00228742461038145,127,8192,0.055,0.30618621784789724
2.248841145952079e-08,2.8110511459432743e-09,2.248842062742015e-08,0.004239315411210143,0,8192,0.067,0.30618621784789724
3.038149074097315e-08,3.7976857531635045e-09,3.038150960363699e-08,0.005646331055512377,1,8192,0.067,0.30618621784789724
1.96640089208824e-08,2.458001030713309e-09,1.966401162158621e-08,0.002773806355422792,2,8192,0.067,0.30618621784789724
1.7417101335793727e-08,2.1771376160032808e-09,1.7417102966863687e-08,0.0022159473433855936,3,8192,0.067,0.30618621784789724
2.675192153097327e-08,3.3439896734843152e-09,2.675193810337245e-08,0.00604221231812474,4,8192,0.067,0.30618621784789724
2.9060941794630773e-08,3.6326173414724774e-09,2.906095404603602e-08,0.004764542647077263,5,8192,0.067,0.30618621784789724
2.0194001814838144e-08,2.5242500395005136e-09,2.019400781017484e-08,0.004030265796115984,6,8192,0.067,0.30618621784789724
2.521400896522729e-08,3.151750901200913e-09,2.5214015987707727e-08,0.0036204897126062008,7,8192,0.067,0.30618621784789724
2.1977354138401676e-08,2.7471691447618733e-09,2.1977358059628592e-08,0.0029817581393878356,8,8192,0.067,0.30618621784789724
2.1333753449862707e-08,2.6667189742446486e-09,2.1333760073485442e-08,0.004177470584931342,9,8192,0.067,0.30618621784789724
1.8220063916482615e-08,2.277507933471042e-09,1.8220065711339763e-08,0.0021526066359847107,10,8192,0.067,0.30618621784789724
1.606776051819937e-08,2.008470018834837e-09,1.6067761988282112e-08,0.002318993869760533,11,8192,0.067,0.30618621784789724
2.424597717220612e-08,3.0307466756460693e-09,2.4245992240359345e-08,0.005547430192805791,12,8192,0.067,0.30618621784789724
3.9986306440127924e-08,4.9982861079048e-09,3.99863767477178e-08,0.00796334040546931,13,8192,0.067,0.30618621784789724
3.161008991321254e-08,3.951259926004254e-09,3.161013193394463e-08,0.007703954636138377,14,8192,0.067,0.30618621784789724
2.774870854578687e-08,3.468588221500456e-09,2.77487196409211e-08,0.0047765065236689,15,8192,0.067,0.30618621784789724
2.5961849433909223e-08,3.245230983948577e-09,2.5961855683192007e-08,0.003419591178902337,16,8192,0.067,0.30618621784789724
2.096406169600415e-08,2.6205075973884917e-09,2.0964065363589196e-08,0.003231830965415128,17,8192,0.067,0.30618621784789724
2.4786575698384253e-08,3.098321619488361e-09,2.4786586668295333e-08,0.0049933878404768706,18,8192,0.067,0.30618621784789724
1.9505276953552774e-08,2.438159531700574e-09,1.950527975334558e-08,0.002461402471711338,19,8192,0.067,0.30618621784789724
2.2590056136863806e-08,2.8237567844110125e-09,2.259006358316743e-08,0.004359580282073949,20,8192,0.067,0.30618621784789724
2.1495144283686916e-08,2.6868929229149024e-09,2.149514788515783e-08,0.0025610764676606834,21,8192,0.067,0.30618621784789724
2.322497293204164e-08,2.9031213097261296e-09,2.322498274897373e-08,0.0051695536657963,22,8192,0.067,0.30618621784789724
2.34021902629737e-08,2.9252734421842715e-09,2.3402201164973283e-08,0.004765663297304101,23,8192,0.067,0.30618621784789724
2.0126952438982253e-08,2.515868932726184e-09,2.01269563476736e-08,0.00356574429469525,24,8192,0.067,0.30618621784789724
2.177261830232349e-08,2.7215771501764917e-09,2.177262270596995e-08,0.003452324816635155,25,8192,0.067,0.30618621784789724
1.8071858513566143e-08,2.2589822255779617e-09,1.8071861349336088e-08,0.0032487266436955764,26,8192,0.067,0.30618621784789724
2.7492701734787897e-08,3.4365873927629518e-09,2.7492712105526125e-08,0.004596413972118185,27,8192,0.067,0.30618621784789724
2.4945145091693602e-08,3.1181428694781743e-09,2.4945153635167245e-08,0.004037434672722995,28,8192,0.067,0.30618621784789724
2.954616357331345e-08,3.6932700783655465e-09,2.95461753588709e-08,0.004462796858360818,29,8192,0.067,0.30618621784789724
2.2670393637757268e-08,2.83379892346739e-09,2.267040263783094e-08,0.004654944943242256,30,8192,0.067,0.30618621784789724
2.734820912566934e-08,3.4185255042757652e-09,2.7348229491526315e-08,0.005744200947443545,31,8192,0.067,0.30618621784789724
2.1830273368453987e-08,2.728784050039036e-09,2.1830277241020935e-08,0.002951308050153756,32,8192,0.067,0.30618621784789724
2.362068467771958e-08,2.952585286927536e-09,2.3620694206917833e-08,0.004251827697535404,33,8192,0.067,0.30618621784789724
2.7046612497898168e-08,3.380826215942585e-09,2.704662357932925e-08,0.004384484715538761,34,8192,0.067,0.30618621784789724
2.3135876666191803e-08,2.891984443385867e-09,2.3135881142611488e-08,0.00333516119498789,35,8192,0.067,0.30618621784789724
2.641774098175874e-08,3.3022168025989924e-09,2.6417767225635092e-08,0.006880858038901039,36,8192,0.067,0.30618621784789724
2.062518673374648e-08,2.5781481564202054e-09,2.0625192663286496e-08,0.004383999029764496,37,8192,0.067,0.30618621784789724
2.826593582072797e-08,3.5332414929145886e-09,2.8265951330375163e-08,0.004769899780324494,38,8192,0.067,0.30618621784789724
2.0996309030275996e-08,2.6245385363363333e-09,2.0996311988617427e-08,0.0027628667549510766,39,8192,0.067,0.30618621784789724
2.4563301563285274e-08,3.0704122692654648e-09,2.4563315199934028e-08,0.005458549222224107,40,8192,0.067,0.30618621784789724
2.608785370111152e-08,3.2609813456731035e-09,2.6087865444019953e-08,0.005049462694090678,41,8192,0.067,0.30618621784789724
2.0137399709747017e-08,2.517174847959792e-09,2.0137403414021912e-08,0.0031906724497545724,42,8192,0.067,0.30618621784789724
3.1323786183301895e-08,3.9154728803620085e-09,3.13237987449264e-08,0.0039880546655268745,43,8192,0.067,0.30618621784789724
2.779432878087766e-08,3.4742906693839133e-09,2.7794342484104873e-08,0.004896033470298988,44,8192,0.067,0.30618621784789724
2.9300800774772382e-08,3.6625988402560475e-09,2.930084098568668e-08,0.007732890918539681,45,8192,0.067,0.30618621784789724
2.0093752723330834e-08,2.5117190007114235e-09,2.0093755593888753e-08,0.0031899295167772124,46,8192,0.067,0.30618621784789724
2.5598876631620468e-08,3.1998591256177938e-09,2.5598891138335765e-08,0.005578133426062948,47,8192,0.067,0.30618621784789724
2.107877524823262e-08,2.6348467025598622e-09,2.1078781759248143e-08,0.004057108914846452,48,8192,0.067,0.30618621784789724
1.9820498665769493e-08,2.477562203059376e-09,1.9820502830947662e-08,0.003163237709282285,49,8192,0.067,0.30618621784789724
2.6685206175576602e-08,3.3356501273513426e-09,2.6685226802644897e-08,0.005957889726296628,50,8192,0.067,0.30618621784789724
2.60180061429496e-08,3.252250453623508e-09,2.6018016198796826e-08,0.00416791407225503,51,8192,0.067,0.30618621784789724
2.074071642996371e-08,2.592589395255742e-09,2.0740721501635206e-08,0.003884504979017933,52,8192,0.067,0.30618621784789724
2.612321552382878e-08,3.2654017234531897e-09,2.6123222468642256e-08,0.003758287194806087,53,8192,0.067,0.30618621784789724
3.396206651814906e-08,4.24525711905937e-09,3.3962104780859296e-08,0.007319554913980397,54,8192,0.067,0.30618621784789724
1.686820711897958e-08,2.108525843554389e-09,1.6868208601157493e-08,0.002356576191033355,55,8192,0.067,0.30618621784789724
1.9697369811927627e-08,2.4621711517833898e-09,1.9697372202569723e-08,0.0026509042953470896,56,8192,0.067,0.30618621784789724
3.2447282070146415e-08,4.055909550685988e-09,3.2447304728786265e-08,0.006330979203184484,57,8192,0.067,0.30618621784789724
2.2935346526739063e-08,2.866918041722059e-09,2.2935355298590685e-08,0.00489549257752131,58,8192,0.067,0.30618621784789724
2.469151140185966e-08,3.086438717571047e-09,2.4691518047025342e-08,0.004116691961284502,59,8192,0.067,0.30618621784789724
2.4670338601600234e-08,3.083792172064715e-09,2.4670343501930557e-08,0.0035860064546078263,60,8192,0.067,0.30618621784789724
3.233962883499099e-08,4.042451865729724e-09,3.233968447162599e-08,0.0077077710828596935,61,8192,0.067,0.30618621784789724
2.203928209839975e-08,2.7549100990603484e-09,2.2039287322067892e-08,0.0031447889945717122,62,8192,0.067,0.30618621784789724
2.3485531127303866e-08,2.935691264986245e-09,2.3485535156959642e-08,0.0028808151026655793,63,8192,0.067,0.30618621784789724
2.1409878998423773e-08,2.676234763813299e-09,2.1409882550093444e-08,0.0030696426147045486,64,8192,0.067,0.30618621784789724
2.989648156187904e-08,3.737059519517787e-09,2.9896503184830547e-08,0.005893090973135173,65,8192,0.067,0.30618621784789724
2.721530259315259e-08,3.401912586174472e-09,2.7215310208180302e-08,0.003407745950763541,66,8192,0.067,0.30618621784789724
2.768167470562909e-08,3.4602082129252983e-09,2.768171071455095e-08,0.0074717190525817045,67,8192,0.067,0.30618621784789724
2.382009799609883e-08,2.9775120983824618e-09,2.3820102832255588e-08,0.002889443661207025,68,8192,0.067,0.30618621784789724
2.71144206391057e-08,3.389301674244121e-09,2.711444961972754e-08,0.00709043092981787,69,8192,0.067,0.30618621784789724
2.541599656275981e-08,3.176999317291025e-09,2.5416004660487015e-08,0.004138701507438114,70,8192,0.067,0.30618621784789724
2.131326456160533e-08,2.664157857620366e-09,2.1313271364175632e-08,0.004267510931057927,71,8192,0.067,0.30618621784789724
2.7501564497358758e-08,3.437695252670152e-09,2.7501574401349767e-08,0.0038837229666679463,72,8192,0.067,0.30618621784789724
2.46081803873298e-08,3.0760223936702703e-09,2.4608185339200555e-08,0.0029886919999544403,73,8192,0.067,0.30618621784789724
2.0861151409046963e-08,2.607643835483728e-09,2.0861154309755608e-08,0.0027844800078682397,74,8192,0.067,0.30618621784789724
1.8088204330068303e-08,2.26102546218056e-09,1.8088206860563695e-08,0.002750962171740312,75,8192,0.067,0.30618621784789724
2.774122000664185e-08,3.4676521886213763e-09,2.7741229997326063e-08,0.003950775611073709,76,8192,0.067,0.30618621784789724
2.6819146291048952e-08,3.3523930398216153e-09,2.6819154180953627e-08,0.0037122703608538643,77,8192,0.067,0.30618621784789724
1.8692272176862273e-08,2.3365339540144308e-09,1.8692274355849633e-08,0.0027464379757926594,78,8192,0.067,0.30618621784789724
4.738798372609464e-08,5.923492207505274e-09,4.738816799046843e-08,0.011052431237452254,79,8192,0.067,0.30618621784789724
2.862299727717784e-08,3.5778744221698486e-09,2.862300487645454e-08,0.003818400410485978,80,8192,0.067,0.30618621784789724
2.500660235014837e-08,3.1258249319673805e-09,2.500661392778744e-08,0.005096723596260233,81,8192,0.067,0.30618621784789724
4.5761542984732714e-08,5.7201859903571245e-09,4.576176323248284e-08,0.011936031938134306,82,8192,0.067,0.30618621784789724
2.141570124525606e-08,2.676962512560493e-09,2.1415705824344776e-08,0.0033495022837275457,83,8192,0.067,0.30618621784789724
2.6848543454815163e-08,3.3560676492343517e-09,2.6848552498577205e-08,0.00365576526128919,84,8192,0.067,0.30618621784789724
2.381094577539374e-08,2.9763680183011207e-09,2.3810952291333255e-08,0.0037513077129567307,85,8192,0.067,0.30618621784789724
2.340493253916299e-08,2.9256162957662606e-09,2.340494123129559e-08,0.004417748687588485,86,8192,0.067,0.30618621784789724
2.3697351985460183e-08,2.9621688441051176e-09,2.3697356915937385e-08,0.0030731597579833903,87,8192,0.067,0.30618621784789724
1.838173744897955e-08,2.2977170886990247e-09,1.8381740406529064e-08,0.002886145498852244,88,8192,0.067,0.30618621784789724
2.704819698779792e-08,3.381024230973395e-09,2.7048209547843045e-08,0.00527952621838601,89,8192,0.067,0.30618621784789724
1.9967736439113678e-08,2.4959669447159073e-09,1.9967739964659523e-08,0.003326983584546639,90,8192,0.067,0.30618621784789724
2.425822985141358e-08,3.0322785179134876e-09,2.425823668383677e-08,0.003797226709693291,91,8192,0.067,0.30618621784789724
2.4660243355988696e-08,3.0825301776386157e-09,2.4660251095508525e-08,0.004288907723971391,92,8192,0.067,0.30618621784789724
2.168415721817928e-08,2.710519426818088e-09,2.1684164432718193e-08,0.003968462218875146,93,8192,0.067,0.30618621784789724
2.3232638136353806e-08,2.9040795701881936e-09,2.323264443574722e-08,0.0032002370642931766,94,8192,0.067,0.30618621784789724
2.7510789776602127e-08,3.438848356538372e-09,2.751080147378408e-08,0.0047869850114174994,95,8192,0.067,0.30618621784789724
2.8660582151921997e-08,3.582572202146078e-09,2.8660600290938816e-08,0.005517184771937522,96,8192,0.067,0.30618621784789724
3.032067454428974e-08,3.790083392080672e-09,3.0320704174874494e-08,0.006242282388640774,97,8192,0.067,0.30618621784789724
2.5627556660812387e-08,3.2034442884042753e-09,2.562756607512607e-08,0.0042040447596676245,98,8192,0.067,0.30618621784789724
2.332283057624608e-08,2.915353443877728e-09,2.3322842677145004e-08,0.005093741067000224,99,8192,0.067,0.30618621784789724
1.798999932444615e-08,2.2487498252932228e-09,1.7990002212847758e-08,0.0028767345357838536,100,8192,0.067,0.30618621784789724
2.2892700363439936e-08,2.8615874238068927e-09,2.289270425537924e-08,0.0026139258552824174,101,8192,0.067,0.30618621784789724
2.4935762363215824e-08,3.116969872465571e-09,2.4935775897183608e-08,0.005592550502866445,102,8192,0.067,0.30618621784789724
2.1844137150119968e-08,2.730516913231737e-09,2.1844144527184955e-08,0.0038646803108566274,103,8192,0.067,0.30618621784789724
2.7363719166894785e-08,3.4204644203882346e-09,2.7363734382053255e-08,0.005570578927631686,104,8192,0.067,0.30618621784789724
2.1692040758231697e-08,2.7115049349263017e-09,2.169204587351713e-08,0.0032811572734043892,105,8192,0.067,0.30618621784789724
3.0133954270246096e-08,3.76674366782242e-09,3.0133973980917256e-08,0.00595930223422414,106,8192,0.067,0.30618621784789724
2.5218533512233053e-08,3.152316540935941e-09,2.521853825121534e-08,0.002777635044001414,107,8192,0.067,0.30618621784789724
2.2879447456033082e-08,2.8599304963661007e-09,2.2879461396453348e-08,0.005741850158376138,108,8192,0.067,0.30618621784789724
2.7207631443089644e-08,3.400953492024479e-09,2.72076454706667e-08,0.004720487604725321,109,8192,0.067,0.30618621784789724
2.5129504025036863e-08,3.141187778286039e-09,2.5129511220031744e-08,0.004310949500970551,110,8192,0.067,0.30618621784789724
2.5379902303158655e-08,3.172487486823334e-09,2.5379911937447813e-08,0.004804561928464679,111,8192,0.067,0.30618621784789724
1.9084592916233737e-08,2.385574042199128e-09,1.908459523079664e-08,0.002412415269439805,112,8192,0.067,0.30618621784789724
2.0746463500857548e-08,2.593307833792529e-09,2.0746466822926954e-08,0.0030970073227205575,113,8192,0.067,0.30618621784789724
3.434296852279865e-08,4.2928691261646166e-09,3.4343030576757064e-08,0.008395935195654403,114,8192,0.067,0.30618621784789724
2.5270737203730503e-08,3.1588419581006513e-09,2.5270743359431995e-08,0.0033683994572477616,115,8192,0.067,0.30618621784789724
2.3830559852820755e-08,2.978819805066946e-09,2.383056550196185e-08,0.0035651765503246224,116,8192,0.067,0.30618621784789724
2.8105307113891446e-08,3.5131631004599476e-09,2.810531635473968e-08,0.0041213895643874565,117,8192,0.067,0.30618621784789724
3.231198211962369e-08,4.038997088634382e-09,3.231200376182206e-08,0.005275160272574908,118,8192,0.067,0.30618621784789724
2.732157589713693e-08,3.415196795081228e-09,2.7321582043085612e-08,0.0031516815512890872,119,8192,0.067,0.30618621784789724
1.923878081856743e-08,2.404847524491986e-09,1.923878330909367e-08,0.0022915599011437138,120,8192,0.067,0.30618621784789724
1.7958446099654367e-08,2.244805703117009e-09,1.795844799852761e-08,0.0026467869919279963,121,8192,0.067,0.30618621784789724
2.462975215275581e-08,3.078718729921318e-09,2.4629761406298116e-08,0.004770559372872185,122,8192,0.067,0.30618621784789724
2.2050981766959065e-08,2.7563726204985386e-09,2.2050984978842217e-08,0.0024646774496979162,123,8192,0.067,0.30618621784789724
2.1711580223689425e-08,2.713947377327011e-09,2.17115850439831e-08,0.003795598526712851,124,8192,0.067,0.30618621784789724
2.289420868777219e-08,2.8617759189606588e-09,2.2894214032120163e-08,0.0031380499439244147,125,8192,0.067,0.30618621784789724
2.0288869468188047e-08,2.536108551974444e-09,2.02888736777583e-08,0.0034907447630221355,126,8192,0.067,0.30618621784789724
2.308142099238522e-08,2.8851774349324537e-09,2.3081427044088105e-08,0.004049618886753592,127,8192,0.067,0.30618621784789724
7.594678787821277e-08,9.493344949018283e-09,7.594690102252383e-08,0.008263628019541613,0,8192,0.082,0.30618621784789724
1.0197274329371416e-07,1.2746586371997242e-08,1.0197295256477774e-07,0.01008076853813833,1,8192,0.082,0.30618621784789724
6.515817709920044e-08,8.144771260059522e-09,6.515820517410072e-08,0.004973655403928134,2,8192,0.082,0.30618621784789724
5.813498398304982e-08,7.266872430305202e-09,5.813500214548396e-08,0.004125301417744254,3,8192,0.082,0.30618621784789724
8.73092851102032e-08,1.0913656189910604e-08,8.730942747397309e-08,0.01016507200470862,4,8192,0.082,0.30618621784789724
9.50795035128022e-08,1.1884933992407811e-08,9.507962980700829e-08,0.008620814789189524,5,8192,0.082,0.30618621784789724
6.681868897066963e-08,8.352334144881662e-09,6.681875221715345e-08,0.007193002924235969,6,8192,0.082,0.30618621784789724
8.333684542125611e-08,1.0417103341977876e-08,8.333692016300577e-08,0.0065747628051777696,7,8192,0.082,0.30618621784789724
7.37143440637644e-08,9.214291637838994e-09,7.371438790798001e-08,0.00541299374059534,8,8192,0.082,0.30618621784789724
7.110709836158603e-08,8.888384909181263e-09,7.110717471415611e-08,0.0077507270812997575,9,8192,0.082,0.30618621784789724
6.073752782660903e-08,7.592190362243052e-09,6.073754754126875e-08,0.003852137051383764,10,8192,0.082,0.30618621784789724
5.388284666063594e-08,6.735355308131457e-09,5.388286344297433e-08,0.004238837766010306,11,8192,0.082,0.30618621784789724
8.070337243783213e-08,1.0087916368964712e-08,8.070353838239899e-08,0.010152467853506764,12,8192,0.082,0.30618621784789724
1.3014224625675995e-07,1.626775880550576e-08,1.301429495086118e-07,0.014151942278978424,13,8192,0.082,0.30618621784789724
1.0280543426901392e-07,1.2850667594980463e-08,1.0280580830614429e-07,0.013133762532822502,14,8192,0.082,0.30618621784789724
9.208962645954782e-08,1.1511199555956074e-08,9.208974650719158e-08,0.008626176683367959,15,8192,0.082,0.30618621784789724
8.66569645001916e-08,1.0832118364013832e-08,8.66570348525292e-08,0.006297031278773346,16,8192,0.082,0.30618621784789724
7.00163877431395e-08,8.752047173882128e-09,7.001642915147619e-08,0.00596939058761059,17,8192,0.082,0.30618621784789724
8.212814442477583e-08,1.0266014485223362e-08,8.21282585967838e-08,0.008869418840129484,18,8192,0.082,0.30618621784789724
6.510834761276965e-08,8.13854249069903e-09,6.510837836148241e-08,0.00454154151063868,19,8192,0.082,0.30618621784789724
7.514000411719218e-08,9.392498054466125e-09,7.514008284307154e-08,0.00776937913498621,20,8192,0.082,0.30618621784789724
7.187450060887586e-08,8.984311313102992e-09,7.187454102508851e-08,0.004795725253439187,21,8192,0.082,0.30618621784789724
7.745434096023064e-08,9.68178928724826e-09,7.745444760926805e-08,0.009327123136944948,22,8192,0.082,0.30618621784789724
7.705148363802849e-08,9.631431933745749e-09,7.705159631032701e-08,0.00851881579419711,23,8192,0.082,0.30618621784789724
6.660879397352849e-08,8.326097939032603e-09,6.660883581860713e-08,0.006397204012102975,24,8192,0.082,0.30618621784789724
7.303101427893376e-08,9.128875103091902e-09,7.303106809573984e-08,0.006834914551562932,25,8192,0.082,0.30618621784789724
6.021881396834621e-08,7.527350771954069e-09,6.021884513920596e-08,0.005874259947935556,26,8192,0.082,0.30618621784789724
9.155665006840772e-08,1.1444577768444832e-08,9.155676175184207e-08,0.008287055973692503,27,8192,0.082,0.30618621784789724
8.14888782342922e-08,1.0186107076468252e-08,8.148896472450215e-08,0.007110962981872859,28,8192,0.082,0.30618621784789724
9.82391708246302e-08,1.227989232158762e-08,9.82392998323889e-08,0.008146519893195148,29,8192,0.082,0.30618621784789724
7.606041423728956e-08,9.507548655069988e-09,7.606051422424708e-08,0.008460433432306402,30,8192,0.082,0.30618621784789724
9.22961705779178e-08,1.1537014022554243e-08,9.229640416800536e-08,0.01024726114208363,31,8192,0.082,0.30618621784789724
7.254927956307085e-08,9.068658618904338e-09,7.254932201042103e-08,0.005334937784912341,32,8192,0.082,0.30618621784789724
7.848800580468673e-08,9.810997497215887e-09,7.848810911256351e-08,0.007859033371671487,33,8192,0.082,0.30618621784789724
9.041338679759152e-08,1.1301669377687225e-08,9.041351390201215e-08,0.008254093162667786,34,8192,0.082,0.30618621784789724
7.620922781435164e-08,9.52615205136491e-09,7.620927342808775e-08,0.005740084401043788,35,8192,0.082,0.30618621784789724
8.772516101966443e-08,1.0965636499871528e-08,8.772543710274088e-08,0.012364709337843394,36,8192,0.082,0.30618621784789724
6.853057565678105e-08,8.566320035124946e-09,6.853063715992805e-08,0.00777523793754753,37,8192,0.082,0.30618621784789724
9.435130995884936e-08,1.179390824660323e-08,9.435148590302639e-08,0.008684583670765633,38,8192,0.082,0.30618621784789724
6.974504603590885e-08,8.718129730054455e-09,6.974507881780552e-08,0.004985043176532145,39,8192,0.082,0.30618621784789724
8.205896290421606e-08,1.0257365349551073e-08,8.205912333555269e-08,0.010246000959751811,40,8192,0.082,0.30618621784789724
8.702882081217685e-08,1.087859836591984e-08,8.702895635151807e-08,0.009422376749293804,41,8192,0.082,0.30618621784789724
6.656326973663124e-08,8.320407502394152e-09,6.656330860654933e-08,0.005607308352336915,42,8192,0.082,0.30618621784789724
1.0453480824752048e-07,1.3066846530231002e-08,1.0453495227025748e-07,0.007656169182148176,43,8192,0.082,0.30618621784789724
9.230839459239477e-08,1.1538544764493752e-08,9.230854049823376e-08,0.008744215335141803,44,8192,0.082,0.30618621784789724
1.0220354017885152e-07,1.2775424734564347e-08,1.0220410938919576e-07,0.015063918196169368,45,8192,0.082,0.30618621784789724
6.678606155144522e-08,8.348256720179283e-09,6.67860927114934e-08,0.0057316542409395765,46,8192,0.082,0.30618621784789724
8.461888595365116e-08,1.0577356067307445e-08,8.461903561450977e-08,0.009960841435418644,47,8192,0.082,0.30618621784789724
7.03428207112087e-08,8.792850324502302e-09,7.034289317199268e-08,0.007249740414728478,48,8192,0.082,0.30618621784789724
6.596766615300007e-08,8.245956820957322e-09,6.596771249437495e-08,0.005814128123303064,49,8192,0.082,0.30618621784789724
8.8477738754667e-08,1.1059710489985162e-08,8.847795809397603e-08,0.010735315829228043,50,8192,0.082,0.30618621784789724
8.662277371955395e-08,1.0827843384642696e-08,8.662288028924061e-08,0.007722366843283979,51,8192,0.082,0.30618621784789724
6.899175161905744e-08,8.623967233291187e-09,6.899180662998302e-08,0.00698115461524651,52,8192,0.082,0.30618621784789724
8.857449151915043e-08,1.1071808879977845e-08,8.857457343647872e-08,0.006949487723556302,53,8192,0.082,0.30618621784789724
1.1196346998744032e-07,1.3995421370240962e-08,1.1196386608994405e-07,0.013079450957357963,54,8192,0.082,0.30618621784789724
5.591927192329558e-08,6.98990849334364e-09,5.5919287829482446e-08,0.004208196127606811,55,8192,0.082,0.30618621784789724
6.563375616668299e-08,8.204218660897992e-09,6.56337836846823e-08,0.005207073037738041,56,8192,0.082,0.30618621784789724
1.0714477209220006e-07,1.339308895399133e-08,1.0714501393348017e-07,0.011442178842784756,57,8192,0.082,0.30618621784789724
7.652673715384783e-08,9.565839153002739e-09,7.652683287319656e-08,0.008864820142859386,58,8192,0.082,0.30618621784789724
8.258831438994934e-08,1.0323536947396844e-08,8.258838963306891e-08,0.00745042211122815,59,8192,0.082,0.30618621784789724
8.19116446114265e-08,1.0238953891939383e-08,8.191169851508274e-08,0.006594388268331031,60,8192,0.082,0.30618621784789724
1.058524770949229e-07,1.3231541673129943e-08,1.0585305193518492e-07,0.013755589504231835,61,8192,0.082,0.30618621784789724
